s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53,s54,s55,s56,s57,s58,s59,s60,s61,s62,s63,s64,s65,s66,s67,s68,s69,s70,s71,s72,s73,s74,s75,s76,s77,s78,s79,s80,s81,s82,s83,s84,s85,s86,s87,s88,s89,s90,s91,s92,s93,s94,s95,s96,s97,s98,s99,s100,s101,s102,s103,s104,s105,s106,s107,s108,s109,s110,s111,s112,s113,s114,s115,s116,s117,s118,s119,s120,s121,s122,s123,s124,s125,s126,s127,s128,s129,s130,s131,s132,s133,s134,s135,s136,s137,s138,s139,s140,s141,s142,s143,s144,s145,s146,s147,s148,s149,s150,s151,s152,s153,s154,s155,s156,s157,s158,s159,s160,s161,s162,s163,s164,s165,s166,s167,s168,s169,s170,s171,s172,s173,s174,s175,s176,s177,s178,s179,s180,s181,s182,s183,s184,s185,s186,s187,s188,s189,s190,s191,s192,s193,s194,s195,s196,s197,s198,s199,s200,s201,s202,s203,s204,s205,s206,s207,s208,s209,s210,s211,s212,s213,s214,s215,s216,s217,s218,s219,s220,s221,s222,s223,s224,s225,s226,s227,s228,s229,s230,s231,s232,s233,s234,s235,s236,s237,s238,s239,s240,s241,s242,s243,s244,s245,s246,s247,s248,s249,s250,s251,s252,s253,s254,s255,s256,s257,s258,s259,s260,s261,s262,s263,s264,s265,s266,s267,s268,s269,s270,s271,s272,s273,s274,s275,s276,s277,s278,s279,s280,s281,s282,s283,s284,s285,s286,s287,s288,s289,s290,s291,s292,s293,s294,s295,s296,s297,s298,s299,s300,s301,s302,s303,s304,s305,s306,s307,s308,s309,s310,s311,s312,s313,s314,s315,s316,s317,s318,s319,s320,s321,s322,s323,s324,s325,s326,s327,s328,s329,s330,s331,s332,s333,s334,s335,s336,s337,s338,s339,s340,s341,s342,s343,s344,s345,s346,s347,s348,s349,s350,s351,s352,s353,s354,s355,s356,s357,s358,s359,s360,s361,s362,s363,s364,s365,s366,s367,s368,s369
56717,56464,12688,2964,14485,1940,47249,48273,16784,60305,51089,37267,10900,31889,48275,1940,5523,61073,23954,9365,1430,8342,43412,39573,25237,7575,2711,9623,42901,45975,53397,8340,43157,10135,661,52372,41109,21139,56212,62356,19094,39573,19607,28310,26518,4760,1687,62614,55703,6040,55702,58005,32918,48534,62104,35989,37014,55701,27288,8342,53140,39317,44693,917,45077,53136,41620,41109,31637,10132,8342,65429,22933,26262,31124,13974,21653,10646,48789,34709,54678,19862,54933,16278,14230,39316,41365,20373,10133,51092,29591,32661,42900,50579,56723,24726,5527,52117,14229,59284,49047,13975,41622,6295,41111,28566,1941,51860,38805,29333,21909,3477,18069,18069,29077,50580,61843,37522,19860,14740,37779,32405,34452,51092,37012,49811,24211,53906,24468,16532,15768,7063,64406,51094,32662,5267,61587,55187,49043,50323,40852,64664,917,38549,56725,52117,3989,3734,59291,20120,10642,5777,47758,57488,32401,40077,13455,59277,29070,37261,8589,21645,32912,20624,45455,44948,32657,56722,63636,7314,14225,37778,22676,28560,34704,27025,32145,2447,65167,28816,1171,41620,63891,28305,24980,60053,51859,19855,27282,26516,1948,3219,48792,40852,16019,14996,275,29331,4245,24980,28302,50575,49292,53389,56976,8336,39303,3726,17802,51086,1169,37006,41103,52877,18319,36495,12688,55443,47250,51089,35218,39059,29837,47252,28564,10136,21139,15767,59783,26503,29329,7317,3475,18829,10130,12687,10129,17021,1679,51088,64719,9943,25808,21455,32981,37048,12224,48582,8907,10189,50368,46273,48336,17371,48833,36022,8379,49087,20169,47565,59851,37317,36305,48078,23749,47556,54472,4551,42953,25783,6084,51909,11448,51658,54738,25279,63181,4053,16574,59853,18377,45247,46272,58584,47558,62928,461,54224,11464,8916,17878,49875,11741,48842,13005,58067,8148,48355,54747,35803,63696,26080,61127,16584,55499,43711,54735,42974,21712,23759,6615,38857,21460,64985,56005,19398,46794,50382,47219,16265,59074,63690,50638,40643,21197,28629,28101,28619,22994,52165,60869,18888,10175,60373,32463,44240,11737,49110,32721,18132,63454,24031,63448,58846,41425,24791,39388,14762,32872,14922,32465,37590,50382,23494,46786,26743,17851,3011,0,2336,0,976,0,3905,3570,2996,41003,3072,112
47245,52624,11408,8340,17045,4756,50321,50065,17552,57489,43665,31635,3220,32145,51091,6292,12179,402,26514,7573,64661,9366,41364,34453,17813,6551,2967,13975,40853,47255,49045,1428,36757,4247,55700,44692,36245,23699,60308,65428,19606,43413,25751,28310,22422,408,63894,62102,56471,9112,59286,64149,40342,51094,64152,35989,35734,53653,21144,1686,49300,33941,47509,405,44053,49808,34452,34197,23189,3732,64917,59285,22165,28822,30356,19606,17045,10646,44181,29845,50326,17302,53141,17302,17046,42900,48789,26517,8853,53908,32663,31893,40084,44179,61843,26518,5527,53909,16021,58260,45463,11415,38550,64662,31127,19606,61588,50836,40085,31125,23189,5269,17813,14741,25493,42388,59283,34706,17812,16532,41363,35989,37012,54164,39572,53907,17555,48274,24468,13972,15256,10135,1943,55702,34710,1939,58771,55187,45203,38035,38548,65176,4757,42133,53653,55701,7573,918,56987,16536,6546,2449,43406,54160,32913,42125,17807,62093,24206,30861,65420,13965,27024,16528,43919,44692,35217,60306,62356,7314,13969,35218,19092,26256,32144,22929,34705,6543,65423,31888,2963,44948,64915,24721,22420,58261,48787,16783,23698,25236,2460,659,45208,37780,12179,6548,4066,24467,661,22420,26510,51599,51596,55437,51088,1168,38535,2446,18058,49550,62352,39310,45199,57741,20879,39055,16272,54931,46738,49297,32914,38547,29325,49812,25492,7320,21139,13975,56967,24199,24465,661,64658,16269,8338,8335,10897,18301,655,48016,53967,8663,33232,21199,29909,37304,15808,42438,13515,4301,47296,45249,53456,10715,53697,38582,10171,54975,11977,46029,60363,40901,29137,46798,19141,52164,57800,64966,39369,32695,65219,50373,7608,58058,53202,21695,61901,4565,13502,55245,19657,39359,53952,53464,48326,59344,63948,54224,14536,8148,17366,57299,9437,51146,15053,57811,65491,48867,53979,34523,64464,24544,56007,16840,52171,36287,46543,45022,18384,18383,10199,44745,27092,63961,54981,11718,52682,46286,46963,20617,58306,64202,49870,38851,19405,37333,30661,29899,18386,54469,61893,20168,64702,58325,30671,42448,13785,47318,30161,22740,62942,21215,62936,55262,36561,18391,48860,18858,33640,10826,37585,37078,50126,21190,47298,31095,15546,3011,0,2336,0,976,0,3905,3570,2740,41259,3072,112
51085,59792,19856,10132,12693,1428,52881,59025,17040,55697,48273,42387,14740,38289,55443,14228,21651,3474,22674,7829,1430,11670,35988,28309,20629,16023,9879,13719,43157,55959,47253,6548,48277,12695,60564,49044,45973,30355,60564,63892,18326,49045,27031,27798,21398,4248,8855,4759,56471,12440,4247,7062,40598,46998,62104,40597,38038,52117,20632,6806,56724,45205,52373,10133,43285,45968,41108,42901,29845,6804,3734,3478,31893,30358,29076,17814,27285,14230,41877,28053,53398,26006,56981,16534,19094,50580,56469,26517,9877,56724,35479,33685,36756,40851,59283,23958,8599,59285,20629,58260,42135,12695,45974,6551,32663,26262,7573,60820,42133,33173,27285,10389,18837,10133,23957,46228,63123,34194,16532,20116,52115,48789,41108,56724,46228,59027,23699,58002,32404,17812,13976,12183,8087,56982,32406,2707,63635,60819,48275,41107,45460,10905,12181,43413,55701,59285,8341,1430,58011,15000,9874,6289,45198,56464,39569,50317,24463,64141,32654,34701,5517,18061,37520,23952,45455,46228,41105,64914,62612,7058,16785,44690,24980,27536,35216,34449,43921,9615,1936,30608,6291,47252,63635,23953,23956,62613,50579,17295,24466,31124,2204,3475,51608,44436,14483,8852,211,34451,7317,26004,29838,56719,57228,56461,52624,8336,40583,5518,16522,50574,4241,44942,46735,58253,23695,46479,20368,56467,46226,52881,37522,40339,33165,53140,26516,10904,24979,18327,62087,25991,28561,11157,6035,17549,12434,17551,17297,24701,2703,50576,60879,12247,42960,17359,24277,37560,20160,50118,9419,1997,53952,61633,49616,8923,52417,42934,13499,50879,6089,47309,2508,36805,26577,39118,26565,58820,4297,59078,39625,48311,5828,48581,19640,51146,47314,20415,16846,7893,12222,62925,18889,53183,52672,49880,38598,3793,205,54480,8136,7636,28374,54483,3805,47562,20173,64723,10196,42979,52699,42459,64720,21472,64455,13512,47307,33471,61135,49886,14544,21199,10711,53961,24788,59353,47813,25542,53450,46542,40819,14217,61122,6347,45774,32963,27853,44245,32965,23755,17106,56517,3270,17864,63934,61909,33487,42448,18137,51158,28625,13012,64222,28639,61144,56030,33489,27607,58588,13738,24168,9802,36817,39126,46286,16070,44994,35447,21945,3011,0,2336,0,976,0,3905,3570,2628,41515,3072,112
52365,58000,10896,1940,13205,5524,49809,50577,14224,61841,54161,41107,8340,41105,63123,15508,11923,59025,23698,9621,62869,406,35476,35989,26517,12439,7319,20375,51861,57751,55701,14228,47253,9111,917,55956,45205,21651,54164,63380,20630,41365,19095,28822,27798,8088,5783,1175,64663,19864,663,64405,37014,50326,63640,31125,27542,48789,26264,8854,53908,42133,44693,917,44565,55184,45204,42389,29589,13972,10902,1942,22421,25494,29844,17046,16021,5270,43413,34709,53398,17814,58261,24214,28310,51348,49813,24725,13973,54420,28823,26005,35476,43667,55955,25238,6551,51093,12437,60820,51607,14487,42646,6807,40855,34454,2965,52116,40085,32149,21397,661,11413,8597,26517,46228,60819,35218,26260,26516,50579,43925,41364,59284,42900,50067,28819,53650,24724,16532,17048,10135,919,51094,34710,8339,62867,51091,51091,48275,49812,8601,5781,42901,56981,55957,661,63125,55195,17816,8082,1425,49038,63888,44177,50573,21647,1678,28814,34445,10381,23437,35472,19600,46223,45972,36497,57746,61588,8594,18065,40338,19860,30608,41104,35729,41105,11151,6032,36752,5011,39060,61587,24209,22420,59285,49299,19855,31890,33428,1948,7315,49560,40084,18323,18324,387,32915,5781,27028,29838,53903,48268,52621,52880,6544,39047,2446,18314,55694,6545,44686,48015,61069,25231,41103,12432,55955,49554,51089,33938,34707,29837,45972,27028,11928,24211,17047,60807,28551,33169,11669,4499,19597,12946,13711,13457,16253,143,49808,54735,21207,16336,24527,32213,39608,13504,37062,12747,7629,57536,40129,55760,17115,194,32950,11707,56255,17353,54989,52939,38853,25297,52686,16837,44740,61384,6599,54473,27575,14788,58053,3768,60618,57042,31935,60877,1237,6590,62157,23753,36799,50112,55512,58822,65232,3277,53200,16328,16852,17622,48595,7389,53962,16333,61651,64211,53219,58075,38875,63696,21216,56263,13512,50635,47295,41935,48862,17616,36303,11735,43465,24532,2010,58309,16070,47562,38606,53619,17801,59330,55754,56270,43971,24013,38101,23749,37579,22738,59845,54981,22216,5823,61909,29903,50896,10201,46294,22993,29908,64734,27871,57816,59870,42961,29911,49628,16554,32616,8522,38609,29398,49870,18886,52930,27767,20408,3011,0,2336,0,976,0,3905,3570,2628,41771,3072,112
47501,60560,11664,1940,4501,404,54161,57233,14224,56209,57745,49555,17300,37521,55187,16788,16531,59281,18066,7573,1174,6294,34196,32149,31893,18327,11415,12439,48533,59543,52629,15508,54165,14743,61588,49556,45461,27539,52116,56724,20374,46229,22423,24982,23702,12184,13463,4503,61591,19608,5783,3478,32406,43670,63128,37013,30358,44693,24728,14486,60564,42901,53909,2709,40725,52624,48020,48277,31125,7828,7830,5014,26773,19862,25748,16790,20373,8086,39573,31637,62102,29846,57749,23702,26518,57492,52885,19093,6805,58004,33687,24981,30868,41363,51091,20630,7319,58005,14229,56980,47255,19607,51094,6807,38039,31894,7829,53908,35221,27029,28053,5525,9365,6805,23957,52628,63379,35730,20884,28820,55699,43413,35476,53652,47252,55443,28563,59026,24980,10132,12184,11415,3735,50070,30358,7315,3220,60563,49555,45715,53396,9625,5525,35989,54677,60309,3221,60565,51099,18328,13458,6289,44174,61328,46225,55437,21391,59277,34190,33421,8589,24205,38032,19344,40079,42900,39313,60050,54676,4498,20881,46226,23444,27792,40080,42129,46481,8591,1680,35216,5779,42900,57235,21137,24468,62101,49811,16783,31378,35476,1692,7059,53656,42132,15763,14484,499,34707,3733,22164,29582,59023,50572,50061,50064,8848,44423,2958,17290,56974,11409,48782,46223,56973,24207,43919,12688,50579,44946,52881,35474,36499,32397,47252,23956,9880,27027,18839,63623,26503,32401,13717,5267,16525,9362,14223,14481,18045,64142,50064,62159,19159,31952,8399,27093,52152,11456,49094,4811,12493,59328,59073,45264,4315,450,33462,15547,38847,17609,50637,1228,26309,25297,55246,24005,61380,47816,5831,49609,46263,17092,52933,20408,45770,49362,38335,9422,6101,60605,3278,17865,53183,36032,50392,56518,9169,6861,43472,19656,6612,40150,38355,1501,52938,25805,60627,52691,51171,48347,56795,59344,23264,62919,7368,54987,42431,61647,45790,11472,31183,12503,53961,15572,64473,53701,31174,47818,31438,53363,19849,6851,56522,51918,35779,34765,38869,20421,32459,19154,5318,53189,17096,57790,14806,37071,42960,23257,42966,22737,17620,11999,30943,55000,61150,38353,38103,49884,9898,19560,13386,43729,29654,42958,16326,195,33655,24247,3011,0,2336,0,976,0,3905,3570,2196,42027,3072,112
51341,57744,10640,64147,12437,4244,50065,50833,15504,64145,63121,45971,12948,41617,61075,14484,11667,60049,22674,8853,64661,1174,34708,36757,29077,14743,9879,16791,54933,61079,58773,18068,49301,11159,64148,54676,44181,21139,52116,64148,23446,40853,20631,27798,30870,14488,8087,3991,65175,21656,4759,63893,33942,49046,63896,31893,26518,47765,28568,13974,56468,42133,48533,3221,44821,56464,49300,45717,28821,14996,10646,64917,23445,22934,31124,17046,16277,4246,41621,36245,58518,22934,58261,26518,27542,52884,48277,22165,12693,56468,28823,22677,34708,43667,53395,26518,5527,52885,11413,61332,52631,16279,45718,8087,43415,33942,4245,49556,38805,32149,25749,1173,9621,10901,32149,49556,61587,36754,25492,27028,48275,41109,39316,58004,44436,50323,31379,54418,21908,11412,15512,11415,407,49814,35990,8339,404,58515,51603,48787,52628,8345,6037,42389,58005,58261,917,61589,53915,19352,10130,5265,47758,65168,45969,51085,21903,1422,30350,37261,12429,24973,34448,16784,44175,45716,37009,57234,57236,7826,18321,41106,22164,33424,42640,38545,41361,8335,8336,35984,1683,40340,59027,22673,22676,60309,48275,18831,33426,34708,5276,7827,50840,41108,18323,18324,371,30355,3733,25236,30094,53135,49292,51085,52624,8592,41351,3214,20618,56462,8593,44942,47759,60557,26511,40591,12432,52883,47506,51601,33170,36499,30349,46228,25492,12440,26771,17559,59527,29319,33937,12949,4499,18061,12434,14223,11665,17021,1679,51088,6096,13527,24528,23247,30677,49848,7360,43974,3787,17357,51136,43457,48336,11227,6594,33974,16059,42175,25033,46797,64715,26309,30673,55758,23749,52932,46792,9415,45257,43447,22212,50373,8888,56010,54482,34239,64973,65236,3262,2766,13257,41151,41664,59096,58310,2769,2509,46800,29128,11732,26582,42963,11997,52426,18125,55251,59347,56547,60379,43227,55760,27360,60615,3784,57803,42943,54223,39390,19920,32975,11735,51145,16852,4826,57029,24262,41930,40142,49779,22921,62402,55498,54478,40899,38861,31701,29381,31691,22738,57029,55749,14792,64190,8918,40399,43472,17625,41942,31441,22228,4319,27103,55256,479,40145,32215,41180,16810,23656,17738,31953,28374,48334,24774,53698,27255,19894,3011,0,2336,0,976,0,3905,3570,2340,42283,3072,112
45965,56208,12176,65171,6805,2452,55953,55185,17296,61841,60561,52371,15508,35217,55187,12436,12947,58257,13970,2965,1686,8086,36500,35989,34453,23959,9879,13463,44949,59287,55957,18068,55701,11159,58516,48788,44437,23443,49556,56468,17558,46997,25239,27542,27798,16024,16279,4247,58775,14744,2967,65429,29590,37014,60056,35477,32918,48789,24216,18326,64916,44693,53653,4245,44053,57488,53908,52629,30869,7060,6550,1174,22933,19606,23700,16534,22933,7574,39061,35221,63126,31894,60053,20118,26518,53140,49557,17045,6549,54164,31127,26517,33172,43411,47763,19350,8343,58773,16533,59284,52119,24727,51606,7575,37015,30358,6549,50836,34197,26517,24469,6037,9877,8597,29845,54676,916,39314,23700,27028,53651,40597,32916,50324,42132,53139,27539,56210,24724,9876,11672,11415,3735,49814,32662,8595,4500,63123,50579,47507,48276,11161,1173,36245,51605,56725,1941,60565,51611,20632,16530,9617,49294,63120,46225,53645,20623,60557,34702,34701,9613,24205,38544,18320,40079,42900,38545,56210,55700,1938,21137,48786,24724,31120,40592,40337,42897,5263,63887,31376,5779,39828,57491,23185,25748,406,52883,19599,33170,38036,1948,9363,55704,45716,18323,15764,467,33171,149,22420,27790,54415,49036,49037,52368,9360,45703,4238,19338,57998,10129,44174,43919,54925,23695,44175,11408,48787,42642,54673,36498,40851,31373,48020,24980,14744,28819,25495,61831,27527,32913,14229,6291,17037,9362,14223,14481,15485,62606,49552,2000,19159,31184,10959,26581,40120,22720,45254,61386,11469,59072,56001,45520,10203,60353,45750,15803,37055,21193,51149,5324,37317,22481,45774,31429,62660,41672,6343,40393,46263,16580,59333,25528,40650,55250,34239,3534,4053,63421,56013,23241,55487,37824,53208,51142,14545,13773,48848,14280,14548,39126,38867,2781,45514,18381,60371,54227,49123,54491,60635,61392,25056,4040,8136,45771,45247,64975,45278,11216,23759,16087,55497,21204,57561,52421,27334,51914,43726,39795,21129,10179,56522,47822,33475,30925,38101,30149,25803,17362,1222,58053,19656,64702,8662,27087,41168,23001,42966,27345,16852,11999,29919,60632,54494,43473,39127,49884,9130,21608,11594,30929,36310,37070,16838,57794,38519,22197,3011,0,2336,0,976,0,3905,3570,1556,42539,3072,112
44429,53904,7824,62867,9109,5780,53649,56209,21648,1170,63633,46227,10132,35473,54419,10644,7315,54673,19602,10389,2454,7318,41876,42901,33173,17815,11159,14487,46997,53655,59797,17556,50325,6039,57748,48276,38805,18067,46228,60308,22678,47765,26263,32662,34710,16536,10903,1943,60823,16792,65174,59285,26518,44694,63128,39061,30102,51093,32664,20374,62612,44181,54421,6549,48149,62608,52372,46741,25237,5012,3990,64149,16789,17558,26516,20118,21397,8854,45717,43669,663,29078,57749,23190,20886,47508,42645,14485,7573,55188,29591,26517,40084,51347,49811,23702,9879,56981,15765,63380,56727,23191,47766,5783,38039,30358,64660,46484,32917,28565,26517,2965,12693,15765,35221,55956,660,38546,24468,24212,46227,35221,33172,52372,40084,51091,24979,51090,17556,7316,12440,9879,1687,51606,36502,13459,5524,61587,50323,46995,50580,5785,1429,37013,56213,58005,1173,62101,58011,23704,17554,7313,49038,401,44689,48269,15759,59533,31630,34445,9101,21645,30608,13456,37519,43668,36497,58770,59284,11666,23953,49298,25236,33936,42128,36241,39569,3983,400,32400,1939,36500,58771,27025,28564,65173,53651,23183,34450,34708,6300,9363,55192,43412,18067,13204,259,26515,63892,21652,30862,53135,48268,53133,54928,11152,46215,7310,22666,58510,7057,40846,42383,56717,21903,39055,9360,51603,48786,56465,36242,40339,29837,48276,24724,14488,28307,20375,62087,26503,31889,8853,1683,14221,9106,12943,10641,14717,65422,52368,4048,12503,28880,15055,27605,54200,11456,42694,3275,19661,48576,50881,48592,7899,64705,34742,6587,38079,23241,52173,64971,22981,29905,55502,20677,62660,48840,8647,45769,46263,25796,52165,14520,49866,55506,36031,63949,2773,190,5582,17097,51903,41408,55256,59078,10193,63948,42704,24776,6868,29398,38355,3549,54474,25037,58835,54227,59875,56795,51163,54992,19168,57287,9160,57291,46015,63695,46558,16080,30159,17367,46281,12244,64217,54469,29126,45002,39630,51571,22153,963,56010,57294,33987,34765,30165,23749,29899,20178,61893,52677,21960,1727,11990,34767,49616,19417,39126,31185,21204,12511,25311,55000,63966,41937,36055,39644,14506,22120,19274,34769,23766,49102,22726,57794,26487,17076,3011,0,2336,0,976,0,3905,3570,1556,42795,3072,112
43405,53392,3472,61075,8597,5012,53905,53649,19600,62609,59281,42899,3988,30609,51091,8596,4499,51089,13458,6549,64661,5014,37268,39317,30869,15511,5271,9367,44437,52375,55189,15764,45717,3991,53652,43924,38293,16531,49556,58516,20630,47509,23703,30102,30614,13720,8599,62614,57495,13976,61078,56469,23702,40086,61848,32917,28822,48789,27800,16278,57492,39061,50325,5269,47125,58256,48276,40597,23189,1428,3990,63893,15509,14998,25748,15510,16021,7318,43413,39061,62614,26262,52885,17302,21654,45204,41365,11925,2453,48276,26519,23189,35220,46995,49811,23958,9879,55701,13461,58516,54935,24215,45206,2967,33431,26006,63892,43412,29077,23189,22933,149,8853,11413,31125,51604,62099,33938,21652,22676,44435,31893,28052,50324,38548,47251,22419,48530,16276,6292,10648,10135,151,50326,33430,12947,4244,58771,46995,42643,45204,2457,62612,33173,49813,52629,62868,57749,54683,21656,17042,6289,46222,60560,41361,45453,11919,55181,28814,31629,6541,20621,28304,11664,36495,41620,36241,56978,56980,9106,22161,44946,21908,28816,39056,35217,35985,1679,59279,28560,62610,34708,55187,22417,25492,62101,49299,18319,30354,31380,4252,9875,52888,41876,14739,11924,403,24979,62612,19092,26510,51599,46220,46989,51088,8592,43399,3214,16010,55694,3217,37518,39055,52621,20111,35215,5520,48275,44178,52881,34194,34707,28301,44948,24212,12952,27027,17815,59271,27271,31121,8853,65170,10893,7314,5263,7313,10621,63886,50064,6096,16855,23760,17615,29909,47544,8384,40390,64202,17869,56512,43713,43728,11483,58049,34486,8891,31935,21705,53453,62667,26565,32209,52430,26053,57028,42952,7623,45001,41655,18372,61125,17336,40394,53458,36031,64461,64212,190,1230,16585,48063,32192,58072,52934,2257,717,45008,20936,9172,32214,34259,8669,49610,21709,57043,57043,52963,56027,44763,54224,29408,59335,7112,60619,46015,55503,40926,16592,29135,9175,49353,2004,64985,53701,29126,39114,41166,50291,20873,6339,52426,54478,34755,33741,22485,25541,20683,20690,62661,49605,16328,63678,10198,30927,45520,21209,38358,23249,22228,6367,28639,52696,63966,36561,37591,40668,11690,24424,17482,35793,22998,45006,15558,55490,22903,16819,3011,0,2336,0,976,0,3905,3570,1604,43051,3072,112
34701,48528,8848,4756,10133,3476,53905,63889,22672,58257,51089,42899,8852,30865,44435,4500,11923,62609,18834,6549,6806,19094,43924,38037,27797,17559,9879,11927,37525,49047,51093,8340,44949,6807,50580,38548,37269,24211,52884,58516,19862,50581,32407,32918,25238,7832,10135,919,55447,7064,61078,406,30102,40086,59032,42133,40854,57749,27800,13718,62612,46741,56469,10645,48405,51088,42132,45461,24981,64403,60821,61589,23701,20374,22420,13974,24981,16534,46229,34197,61334,31382,57749,16278,15510,44948,48533,17557,3221,51604,36503,35477,40084,47507,52883,20630,9111,61077,22421,61076,49815,19863,47254,4503,28311,19862,62868,49812,31125,23701,22677,8853,20629,14485,29333,54420,3988,35986,18068,19604,47763,38549,32660,48276,39828,57491,16531,49810,22932,8084,8344,11927,8855,58262,35990,7571,2964,62099,48019,37011,41620,6297,1941,34709,50837,57237,7317,662,56475,20632,19090,11665,49038,56720,38289,47501,18319,55181,32398,32653,397,15757,30864,15504,38543,39060,37521,63890,60564,8850,20113,47250,25748,26512,34192,31633,41617,5007,61583,26512,3219,44948,62611,25489,27796,2710,56467,20879,26514,32404,1948,6803,54424,42900,12947,5268,67,29331,64148,16788,22670,52623,52876,53901,51088,9872,46471,7822,19594,51086,3729,44174,42127,51085,19599,40335,13456,54675,46226,54929,37778,43411,32141,50324,27796,10648,29331,20119,62087,25735,28049,7317,1427,12429,4498,8591,12945,19069,655,50832,52687,21207,33488,16079,26325,38328,23232,47302,203,717,58304,51137,47568,6363,49857,47798,21179,42687,6089,56013,716,39109,25041,33742,30405,61124,53704,59078,43721,38071,64963,61125,20408,45514,41682,25023,63693,4309,8638,46285,20937,56255,49856,51160,50374,9681,5325,56784,1736,4308,28374,42963,3293,42442,19661,63955,6100,36067,59355,49883,465,25312,61127,17864,36299,43199,56271,49118,13776,17871,8919,54729,27860,54489,53445,22726,52938,47310,39283,15497,5315,1483,42958,33731,26573,28629,32965,20683,13522,61637,4806,14536,64702,5590,24015,36816,17881,56534,19665,22228,6623,28895,2009,49118,33489,24535,56540,6314,25448,9802,36049,41174,42446,12486,50626,34679,18866,3011,0,2336,0,976,0,3905,3570,1540,43307,3072,112
37005,53648,13456,6292,10133,7316,55697,64657,23696,61841,52369,46483,11412,32657,46227,8340,15507,60305,17298,8341,5782,16022,44692,37525,27797,19863,10647,10647,39317,49303,52885,11924,47765,5015,54932,46228,41109,26515,56468,60052,21398,53653,34199,34710,29078,12952,13207,2711,56471,7576,62870,63125,32406,40598,62616,42901,42134,54421,27032,17558,64916,45973,59797,12437,48917,54416,46996,48533,29077,1172,63125,64661,23445,21910,24724,17302,28565,18326,47253,37525,63894,31894,56981,14486,17302,47252,48789,15253,3733,52116,36247,36757,41364,47251,53907,21910,10135,150,23701,64404,53143,21143,51862,7063,32407,22678,1429,50068,35989,26261,25237,12437,21141,14741,31125,54932,64915,35986,19604,20628,49555,39829,30100,48788,41620,59795,20115,53138,23956,11412,10648,13975,9623,60566,38038,11155,6292,62867,49555,40851,45972,8089,3733,34453,52117,57493,8085,4246,56475,21400,20370,12177,47502,57232,39057,49037,16783,55693,34190,33165,1933,16525,33936,19088,41103,40084,39057,64914,64148,10130,22673,49810,26516,29840,37776,34449,42385,4239,62095,27792,5267,45716,62611,26257,29844,3734,55955,19855,28818,34964,6300,10899,57240,44948,14739,11156,195,31379,661,20116,25998,55183,54412,59277,56976,11408,49031,9358,18570,53390,4497,44174,41871,51853,19599,42383,16272,52627,46226,56721,40338,43923,32397,51604,27540,15512,31123,24215,392,26503,29585,10133,3731,14221,6034,11663,14737,20349,2191,51088,57807,16599,37328,11471,24277,35512,24256,51142,4811,5837,58560,53697,46032,9947,48833,42934,15035,41663,7625,51661,1740,34757,31441,41678,30661,59844,56008,59846,49865,46263,6852,57797,19640,47306,39122,31167,10190,3029,8126,54989,18121,63423,47808,48856,50118,9681,4301,49360,4296,3028,29398,48083,57564,45770,24013,61651,8404,41443,57307,52699,63440,23264,58311,20680,45259,45247,60367,50654,13264,25039,8407,52681,26836,53209,53957,24006,54474,44750,42867,16521,5315,3531,45774,33219,30413,33237,26565,27339,13010,61381,4294,13000,4543,9686,26575,42960,15577,61654,18385,18900,11231,29407,64728,55262,35793,32215,59100,11690,27496,15690,37585,34774,41678,13510,51138,43383,21681,3011,0,2336,0,976,0,3905,3570,1236,43563,3072,112
