s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53,s54,s55,s56,s57,s58,s59,s60,s61,s62,s63,s64,s65,s66,s67,s68,s69,s70,s71,s72,s73,s74,s75,s76,s77,s78,s79,s80,s81,s82,s83,s84,s85,s86,s87,s88,s89,s90,s91,s92,s93,s94,s95,s96,s97,s98,s99,s100,s101,s102,s103,s104,s105,s106,s107,s108,s109,s110,s111,s112,s113,s114,s115,s116,s117,s118,s119,s120,s121,s122,s123,s124,s125,s126,s127,s128,s129,s130,s131,s132,s133,s134,s135,s136,s137,s138,s139,s140,s141,s142,s143,s144,s145,s146,s147,s148,s149,s150,s151,s152,s153,s154,s155,s156,s157,s158,s159,s160,s161,s162,s163,s164,s165,s166,s167,s168,s169,s170,s171,s172,s173,s174,s175,s176,s177,s178,s179,s180,s181,s182,s183,s184,s185,s186,s187,s188,s189,s190,s191,s192,s193,s194,s195,s196,s197,s198,s199,s200,s201,s202,s203,s204,s205,s206,s207,s208,s209,s210,s211,s212,s213,s214,s215,s216,s217,s218,s219,s220,s221,s222,s223,s224,s225,s226,s227,s228,s229,s230,s231,s232,s233,s234,s235,s236,s237,s238,s239,s240,s241,s242,s243,s244,s245,s246,s247,s248,s249,s250,s251,s252,s253,s254,s255,s256,s257,s258,s259,s260,s261,s262,s263,s264,s265,s266,s267,s268,s269,s270,s271,s272,s273,s274,s275,s276,s277,s278,s279,s280,s281,s282,s283,s284,s285,s286,s287,s288,s289,s290,s291,s292,s293,s294,s295,s296,s297,s298,s299,s300,s301,s302,s303,s304,s305,s306,s307,s308,s309,s310,s311,s312,s313,s314,s315,s316,s317,s318,s319,s320,s321,s322,s323,s324,s325,s326,s327,s328,s329,s330,s331,s332,s333,s334,s335,s336,s337,s338,s339,s340,s341,s342,s343,s344,s345,s346,s347,s348,s349,s350,s351,s352,s353,s354,s355,s356,s357,s358,s359,s360,s361,s362,s363,s364,s365,s366,s367,s368,s369
37517,50320,7312,1940,8085,2196,52881,61841,21904,61841,56465,46739,10900,33425,47251,8596,11155,54673,14738,4245,4502,9878,40852,37013,32917,23703,13463,12695,41877,53655,53141,12436,50325,10135,54676,41364,39061,23443,52372,56724,16278,46741,31895,32150,27030,11928,14999,5271,56727,10392,63382,64149,29846,39318,59288,37525,38038,52629,28568,17046,1941,47509,53397,10133,48149,54928,47764,50069,29589,3988,65173,62869,23445,20374,21652,13462,22677,11414,42901,37781,64150,31894,55701,17558,19862,51348,48277,16021,1941,52628,34199,31893,37268,46995,49043,17046,5783,58261,18069,60308,51607,22679,53910,9111,32151,24982,3989,50068,33429,20629,21141,5781,14741,8341,26261,56980,4756,37522,20116,22932,50579,40085,32148,47508,39572,56467,21139,52370,22420,8084,7064,10135,6039,55446,33942,9875,5780,65427,52371,40083,45460,7833,3989,33429,48789,55445,3989,63125,53915,21912,22162,12689,49038,60048,42641,53645,20623,56973,34446,33421,6541,16781,34704,17552,37007,38548,37009,61330,61076,7826,21137,49554,26516,30352,36496,35473,41617,5007,59535,27792,1939,43156,57747,21649,27796,2454,58003,22671,31122,37012,924,7315,55704,47252,16531,11924,323,31891,1685,18068,24206,53647,50316,50317,50576,10128,47751,9102,18314,54158,7313,44686,43919,53645,20111,40079,12944,50579,45458,55697,40850,42643,31885,48276,23188,9624,26515,21911,64647,27783,30353,10645,2707,13965,8082,9615,12689,17021,63886,47504,60367,12759,31952,7375,21717,33976,20672,46534,64714,8141,53952,55489,46544,6107,54465,42934,14011,36799,11721,41677,65483,37573,24785,38606,31941,59076,42952,64710,41417,42423,7364,54469,19640,36042,52690,26559,1998,2005,702,49869,24009,60095,35264,58840,46790,9425,3789,45008,1992,10708,32214,41171,1501,42186,17101,724,62163,41187,56283,53979,209,21728,3016,9416,41931,41407,62159,42718,15824,20943,11735,54729,16852,54489,49605,24262,48074,45518,35955,18313,11459,59338,41678,34755,25037,33749,28357,17611,15826,64965,62405,14280,1215,470,22223,37328,21721,45014,17617,18388,5599,24543,64216,45790,33745,37079,49884,8618,23912,11338,29905,36054,36046,15046,53954,40823,43951,3011,0,2336,0,976,0,3905,3554,1412,35371,3072,112
37517,55696,13456,6292,10645,6548,59281,65425,21136,60817,54673,46227,11924,31121,46227,12436,14995,59281,18834,9877,9878,17558,43668,37525,30869,21655,9879,5527,39061,50839,51605,12692,51093,6295,54932,42900,40853,24211,51860,58516,22934,54677,33943,32918,29078,13720,13463,2455,55959,11672,63894,65429,31382,43670,64664,44181,38806,53653,28824,17814,63636,44437,60053,12693,50197,55696,49044,48533,27797,65427,150,65173,22933,20630,24724,18326,26517,16022,46229,39317,64918,29846,57237,16534,21654,51348,47253,16533,4757,58004,38807,35477,39572,49043,54419,21654,11927,64661,23957,64916,53655,21143,50326,5271,30615,24982,917,49300,33429,25237,26517,12949,18069,13973,34709,57748,2708,34194,18068,21396,49299,36757,31892,50324,43924,58771,23187,52626,22676,10132,13464,14743,10135,56982,38038,12435,6548,64659,46739,42131,47252,7833,1173,32405,54421,58005,7573,1942,59291,26520,21138,12433,45966,59024,39825,48269,16783,55181,33934,33933,4749,17037,34704,16784,39055,42132,41105,63634,63124,10130,22929,50578,25492,29072,39312,38033,42129,5263,62607,31120,7315,45716,64147,26001,30612,3990,57491,19087,28306,33940,5276,12691,58264,45716,17043,11156,163,30867,65172,21140,26510,57999,53132,55437,55184,14480,49543,8334,19082,55438,7313,44686,42127,52877,22927,41615,15504,55187,49298,56977,42130,41875,33933,51092,27796,15512,31891,24471,65159,27015,32401,11157,3475,12173,6546,13711,14737,19837,1935,54160,53455,19671,29904,5327,28373,42936,22976,42950,4811,64716,58816,57025,42960,4827,57537,44470,10171,41663,8137,59341,9420,36037,31697,42446,25797,62404,51144,54726,47305,42423,5316,58565,18360,48842,41170,28607,9422,62164,6078,53453,22985,58047,50368,48856,44230,12497,63948,51152,5832,10196,30678,48083,61660,48330,27341,58067,5844,40931,59355,49371,4305,17888,61383,15816,42955,35775,64975,46558,10192,21711,14807,51145,19412,57049,49861,30662,53706,46542,45171,22409,63682,1995,41678,27587,33229,33237,25797,24267,22482,2246,1734,14280,1727,5078,26063,40400,18393,56022,21713,18388,5855,31967,985,51166,36305,32215,54492,7338,26216,7754,32977,36566,45518,16326,54466,41591,35248,3011,0,2336,0,976,0,3905,3554,1172,35627,3072,112
47245,56976,13712,9876,18069,6036,48529,56209,19856,61329,47249,35219,8340,38033,53395,11412,15507,1170,30098,10133,3478,8342,40596,35221,19093,7319,6039,15511,44437,52119,50069,5780,41621,5015,61076,49300,41621,25747,62612,4757,26006,46741,27287,31382,24982,6808,151,1431,60823,13976,63126,1686,41110,54422,64920,36757,36758,55445,25240,7318,51860,40597,49045,5781,47893,51344,38804,39061,23445,6804,4246,62613,28053,30870,34452,21142,18325,13718,47253,33941,52630,21142,56725,21142,19606,45716,51861,27541,16021,56724,33943,32917,41620,44947,60051,30870,11671,57749,18581,63636,49303,9111,42134,3735,36503,25494,149,54420,44437,36245,27797,7317,19605,16533,25493,44436,61075,35986,21140,18324,46227,42389,42388,58260,44180,55699,20115,53394,27284,18324,17560,11927,7575,56982,39574,6803,62867,57235,49299,44179,42132,4505,6549,45717,60053,60053,6037,4246,60059,17048,9874,4241,46990,58512,37009,46477,20623,1934,26510,36749,2957,16269,30864,21392,46223,47508,40593,63890,917,10130,18321,40594,20372,29328,34704,31889,39057,9871,4752,34704,6547,46740,1684,27793,24724,60053,54931,18319,26514,28820,3228,4755,48280,41108,14483,10132,4082,27027,5781,28564,31886,56463,55436,57485,56464,6544,41095,5774,18826,53390,145,41870,47247,59277,24975,40847,17040,57491,50066,52881,34450,38035,31885,51604,28820,13976,24723,17815,60551,26759,29585,6805,3219,17805,13458,13711,14993,22141,4751,52368,55503,15575,30416,28623,26069,41656,16576,42950,12747,63948,49856,40897,58576,15323,57281,35254,12731,57791,14281,54477,57291,39877,32977,42958,19909,50372,61128,711,45769,29879,7108,53189,8120,63946,49874,33215,57549,8661,14014,60621,21705,42431,55488,49624,51142,62928,1741,55504,16584,4564,19926,57043,10205,55242,16589,58835,6100,48867,52699,34523,209,21216,56519,19656,48331,42943,45519,58590,17872,29903,7383,45769,27604,1242,56517,14022,54474,42446,53363,13449,60866,459,52430,40643,21197,31445,28869,37835,14802,49605,5318,20680,7871,62677,39887,44752,6873,52438,26065,25812,65502,24287,55512,65502,38865,24023,52700,18346,33896,10570,36817,28630,54478,19142,42178,29815,28337,3011,0,2336,0,976,0,3905,3554,1812,35883,3072,112
52877,58512,13712,7316,17813,3732,48273,51089,17552,61073,48785,39571,11412,42129,59283,13972,14995,64657,26258,8597,63637,4758,38036,33173,24213,12439,11671,19863,49301,58007,51093,7316,42901,10647,661,55444,45717,27027,58772,1941,20118,42901,22935,30614,24726,5272,4247,3223,62359,18840,1175,4502,40854,49814,62872,32405,33430,52373,24728,7318,55444,43413,45461,3733,46869,53392,41108,42133,31125,11924,8598,150,27797,32150,31892,17046,21653,9110,44437,30869,51094,21654,57749,23958,23958,49556,52117,28309,13461,56468,29591,31893,36500,43411,59283,26518,6551,54165,16789,61844,47511,10391,43926,8599,40343,29846,3989,56724,44693,32405,24981,6549,15765,12437,27285,42900,60307,37522,23700,22420,49299,46229,44180,58516,42900,53651,25235,55698,29332,18836,15768,12439,4247,55190,35990,5779,61843,56979,52371,45203,47508,8857,9877,47253,58261,56725,4245,1174,58011,14488,6546,3217,50318,61584,39313,48269,24463,2958,29070,37261,7309,18061,35472,24208,49039,45716,38033,58258,63124,6290,15505,38034,21140,30608,38544,34961,40081,12943,7312,34704,5011,44436,65171,24977,21908,58005,51091,20623,29330,31892,2460,3731,47256,41876,18579,12948,67,31891,9365,28820,30606,54415,52876,56717,52880,5520,40071,5518,20618,53390,4753,42382,49551,61581,24719,41871,16272,57235,49042,50321,33426,36755,30349,49812,27796,11672,24467,18839,62343,28039,29841,9365,5267,20877,13458,14991,14737,19581,1935,51088,63695,11735,29392,18895,37845,32440,13760,41414,6859,9165,54464,44737,53200,19931,56769,42934,13243,48319,18121,49613,52171,34757,27601,45262,25797,53956,59336,7879,51657,27831,5060,52933,12984,54474,56786,28863,60877,6101,15806,58573,19913,42175,46784,62680,51398,59856,4301,52688,16840,10196,19670,47571,15581,57546,10189,63955,212,49891,61147,39387,58576,29152,62919,19144,48075,44735,49615,44254,22736,33487,2007,50633,26324,58073,62149,13766,48586,45262,53363,14473,1731,64458,52174,48323,25293,34773,25797,38603,15570,63173,53445,19912,3775,62165,36559,44496,13017,49622,23249,22228,61406,24799,64728,60638,43473,27351,50908,12714,29288,9290,34769,37846,47310,21190,48834,29047,27826,3011,0,2336,0,976,0,3905,3554,2372,36139,3072,112
48525,53904,8592,4756,11925,65171,48529,52369,22416,64401,52625,44691,18324,42385,54419,8084,13459,65425,22930,3733,61077,9110,41364,35221,26517,20375,19863,22423,46229,52887,55957,11924,49557,15511,917,50836,39573,23699,55700,61588,15254,42133,25495,30614,30870,7320,11415,9623,1944,17560,64662,406,38038,45462,58520,31893,33174,53397,25752,9878,60564,49301,47253,9877,48917,54416,43668,48021,35733,11924,5526,64661,24725,29590,27028,8854,17045,9622,43925,32917,57238,29078,64661,27286,23958,48788,52373,24213,7573,51092,28567,30357,38804,42643,57491,24470,2711,52885,16533,62100,48023,15767,45718,13719,40087,26518,2453,54420,39829,27541,22165,1941,15765,14229,24213,48276,2452,42898,26516,25492,51091,44437,40852,51860,37012,51091,26259,53394,29588,12180,10648,8087,151,55702,36502,4755,64403,62867,55187,48531,46996,8345,8341,42901,52373,54421,1685,64661,53915,17048,11922,9617,54670,63632,42641,50829,24463,62605,33422,42125,8077,17549,32400,21648,45199,42900,34449,58514,61332,7314,16785,41618,27028,33424,40336,37009,44177,13199,4240,31120,147,42900,62099,24209,21652,64405,54931,25743,30354,32916,5276,5779,52632,44692,20883,13716,307,33171,7317,26004,24974,50575,50316,52877,51088,6032,40327,8334,24970,56718,8337,48270,51855,59021,23439,41103,15504,54931,44178,49553,35986,40339,31373,49044,26004,10648,24723,18327,63879,29831,31633,10645,6035,20621,9874,11407,11665,18301,655,49296,720,11479,34768,18383,27093,34232,11968,52678,64714,12493,49088,54465,54992,15067,51905,41398,22715,42431,15561,44493,1996,32709,34001,33742,24773,62660,58056,5319,39369,36535,9668,46789,27576,54730,49106,25791,64205,13269,7614,59085,8649,55999,45760,62680,45510,4561,11981,56016,18120,63187,32470,47571,13533,41674,15565,62931,3028,46051,52955,45787,63440,40160,64455,12744,52939,38079,59343,48606,25808,28879,1495,60105,22996,64985,48325,21702,49354,49358,46707,16521,6083,1483,57038,37571,26061,34773,35525,26571,14034,60101,198,22728,65470,1238,35535,38864,17625,49878,29905,16852,63710,29919,729,479,35281,28631,50140,16810,27752,11082,32465,40918,48590,18374,48834,27767,26547,3011,0,2336,0,976,0,3905,3554,2324,36395,3072,112
43661,51856,11920,3732,8341,1428,51601,59793,21136,62609,56465,49043,17812,38545,50323,8852,12947,59281,14738,1429,150,12438,41108,39317,29845,23959,16791,18327,43925,54935,54421,16532,53141,14487,58772,46228,41109,24723,53396,55188,14998,47253,29079,32150,25494,11672,14487,8599,63383,13464,663,1430,34454,40854,55192,36757,35222,50325,24728,15510,2197,48021,52373,9365,47125,53648,47508,53141,34197,6292,2966,1430,26005,22166,21908,11926,21397,13462,42133,32149,62614,33430,62613,21398,22166,50068,51093,17813,2965,50836,32151,30869,35988,43155,52883,17814,5271,58517,17557,60564,48791,19607,53398,11927,35735,26006,3477,53908,34197,21909,22165,5269,17301,8853,25749,54420,6292,38034,22676,24468,52883,42133,35988,48788,38804,54419,25491,56722,24980,10388,8856,9111,6039,54934,31894,8339,4756,65171,52627,46483,47508,10649,7573,36501,50069,56469,4501,63637,52635,17048,16530,13713,50318,61328,43409,53901,22927,60045,36750,38541,7821,19853,36752,19600,39311,40084,37521,61074,61844,5266,18833,47762,28820,31120,40080,40081,44433,8335,64143,29072,2451,41620,59027,20881,24212,662,56467,23183,31890,35988,2460,8083,57240,45204,18323,11156,291,33171,3221,21140,24974,53391,50316,51085,50576,7824,45191,8846,21130,56206,9617,48270,46735,57485,20367,41359,12688,52883,44434,53137,37778,42131,31629,49812,21140,10648,29075,23447,65159,30343,32401,11413,6291,16269,9618,11407,13457,18045,399,49808,59087,17367,36304,16079,23253,42168,15808,54982,65226,5837,58048,57537,50384,9947,58049,35766,28859,38335,15049,47309,5324,37061,30161,42446,27077,4805,49608,63174,46793,39351,10180,53957,28600,52426,47826,33215,2766,7637,5310,57037,10185,64191,42432,47576,50374,7377,12237,47056,13256,6612,39126,47571,5853,40906,19149,64979,3284,38883,52443,56539,977,26592,6344,14792,48331,36799,3280,47326,17104,24271,471,61641,23764,60889,42949,28614,45514,51918,45171,13449,9667,4811,47310,29123,37325,24789,37317,28363,11986,63941,2758,16072,65470,10198,32719,28624,23257,52438,22993,17108,11487,32991,62680,63454,29393,40151,53724,16042,20584,13386,35793,35798,48078,6598,58306,36215,20916,3011,0,2336,0,976,0,3905,3554,1940,36651,3072,112
45965,53392,1936,916,13717,13460,59025,56721,21392,1170,59793,41875,6036,30609,51603,7316,6803,55441,22162,11925,1430,9622,41364,41621,33173,16279,3991,13719,42901,52119,59285,18068,45973,7319,56468,47252,41877,19091,50836,60564,25238,49301,27799,33430,34198,13976,5783,63638,58519,12440,61590,57237,27542,44694,64152,38037,33430,55445,32920,18070,59028,39317,54421,8597,50453,60560,48532,44693,24725,6804,5782,61589,18069,19606,28820,19350,24213,8854,45461,42133,63126,26006,52885,18838,21910,47252,41365,15253,8853,54420,30359,29077,40852,53139,51091,26262,10135,59797,15765,1685,57239,21143,47766,4503,37271,27030,62612,44180,33941,28565,25237,4245,15509,15253,36757,54932,61843,34706,21652,22932,44435,33429,31892,52116,42644,51091,23443,50066,17556,10644,15512,12183,5271,55190,39318,15763,5268,60051,49299,45203,46484,1433,62100,35477,54421,57493,65428,63637,59291,26008,17298,7569,47502,62608,41105,44941,12943,57485,30606,34445,7821,17805,30352,12688,40079,45460,38289,58514,60052,13458,26513,46226,24212,29072,39568,35985,36241,911,64655,33424,1939,39572,59795,28561,29076,65173,52371,20879,31378,34452,8092,12435,54168,42900,17555,15764,259,27027,64660,23700,28302,53647,50828,53901,57744,12432,44679,4750,21642,57742,5521,38798,39567,54413,21135,39055,9360,52371,49810,53905,35474,40083,30349,47508,27284,15512,30099,21911,136,29575,30353,9109,1683,14733,8338,11407,12433,14461,1167,53392,208,10967,25040,14287,29909,44984,19648,42438,7115,18893,53440,51137,45520,15323,54977,39350,10171,34751,26569,49613,62155,33733,31953,49614,24005,51140,48840,13511,46281,31927,16068,55749,7864,40138,59858,29887,65485,62164,6078,1998,23753,52415,35264,61400,56006,5329,60364,45776,22728,4564,21718,34259,10717,47306,25037,53715,64979,52195,62683,46555,50384,27872,65223,10952,57035,43711,55247,41950,18128,28367,9943,47049,12500,64729,56005,25030,44234,47310,50035,22409,2755,51914,54734,42435,32973,24533,26309,32715,18386,60101,51909,16584,8383,9686,33999,49360,21721,41430,25297,26068,10207,21983,57304,57822,45265,30935,42972,11178,27752,17738,34257,30422,45518,23238,58818,31095,5557,3011,0,2336,0,976,0,3905,3554,1780,36907,3072,112
37005,50576,12944,7316,10389,1684,51857,57233,11408,51089,44177,34451,4500,26001,43411,5524,11411,60305,17298,8085,4246,10134,34708,28565,20629,12695,3223,1943,33685,49047,41109,1428,40597,407,49044,38548,35733,22931,53908,58004,19094,45973,25751,23958,17558,3992,3735,61078,49559,4248,62102,64917,33430,42646,62104,39317,35990,49557,20376,7318,54164,36757,52885,6549,40981,43408,34196,39829,19605,62611,58517,58517,22677,18838,22932,14742,24469,10646,38037,26517,53654,24214,49301,8854,11926,44948,47253,18325,5269,54420,37271,31893,33940,40595,50835,19606,7575,60821,15509,54420,42391,16023,40086,59286,23447,17558,61844,49044,33429,25237,27029,8341,14229,6293,23701,47508,62099,29074,9620,13972,42899,37525,31124,48788,40596,56467,14227,48274,20628,7572,8600,9879,4503,54422,29334,403,60563,55443,40083,32403,37268,2713,64916,33429,51093,56213,7829,662,51611,16792,13458,3985,40590,50832,33169,41357,16015,52877,25230,26509,62348,16269,29840,12944,34191,39060,36753,62610,56980,2962,13713,41106,20116,22672,27536,28049,35985,655,61327,29072,3987,45716,59283,22161,21140,62101,48787,13455,21394,26260,62107,1939,47768,36500,9107,1940,131,24723,60564,15508,22670,52111,51852,50829,48272,7312,40839,65165,12170,45710,401,38798,39055,50573,18319,43919,14736,51859,44178,50065,34450,37011,31885,48276,22164,5784,22675,15511,57223,19591,20881,1941,64146,10637,1938,7311,12433,17533,62862,48016,59343,16343,35536,19919,28373,36280,25280,47302,971,59340,52672,48321,45264,5595,49601,45494,10171,44479,11977,56525,63179,37573,26065,34766,27333,54212,48584,59334,44233,42935,63683,59077,21944,46282,41682,27327,6862,64212,4030,50125,22473,54975,48576,43736,44230,4817,5325,46800,200,11220,28374,50899,60636,41418,15565,2004,3028,37603,58075,45787,60112,26336,2504,14024,40139,35519,54479,43742,18384,19407,9175,50633,23764,51161,58053,26054,50122,49614,40051,16009,65218,62922,34766,34755,27341,37077,26821,23499,10962,3782,62661,10184,61374,64725,27087,35792,19929,54998,20433,13268,3551,25055,63192,52190,30929,34775,57564,12202,26984,10058,38353,39638,41678,12486,51138,41079,5302,3011,0,2336,0,976,0,3905,3554,1924,37163,3072,112
51085,57488,14480,10644,20629,3988,51089,54417,18320,60049,49809,36499,8084,40081,58003,10900,16531,2450,28818,11413,5014,6806,40340,33941,20885,12695,7575,17815,46229,55959,50581,6548,41621,7319,62868,51092,43413,26003,64148,4245,23702,44693,26007,31894,26518,2968,1687,663,62359,16024,65174,1174,40598,51094,64408,35733,38038,55445,25496,7062,54420,41109,49301,4757,45845,51088,39316,39061,27797,7572,3990,918,28821,31894,35476,18326,20629,12950,44949,33429,51862,21654,55445,22166,20630,48788,51349,27797,15509,58260,35223,34197,42388,46227,62611,29078,7831,56981,17557,63892,46999,10903,42390,6295,35991,25238,1941,60564,46485,35733,27285,6549,19349,14229,26517,42388,59283,37522,21908,18068,46483,43669,43412,59796,45204,55187,20883,52626,27796,20116,20632,12439,3991,58006,39574,6035,61843,56467,47507,42899,44948,5273,7829,46997,59285,59029,6805,2454,57499,18328,8594,3985,47246,59280,38801,46733,24719,2446,28046,32653,5261,15757,31632,23696,46991,47252,40081,62610,64404,11410,17553,38546,21652,29072,36752,31633,39313,10127,10128,36752,5523,44436,148,27025,24212,60565,51091,20367,26258,29844,4252,4755,48792,39316,14995,10900,67,29331,5269,28308,31630,56463,53900,55693,54672,7312,38023,3470,19850,52878,3217,40846,46735,60557,23951,41103,17552,57235,50066,54673,34706,40339,31117,53396,28564,13976,25235,17047,61063,28039,29585,8853,3475,18829,12434,14479,15505,21885,4239,52880,2000,983,31696,26575,30933,38584,7616,47558,8651,7373,44224,49601,51152,13787,61377,31414,13499,50111,23753,40141,62923,36037,26833,48846,16325,57540,53960,11207,40649,34743,15556,43461,16312,52682,58578,22463,2510,5333,4798,5326,10185,49855,44224,63704,44230,63184,6861,45776,20168,724,23510,47315,13533,47818,13261,62675,1492,57571,45787,52443,58832,31712,712,7624,55755,33215,49871,47326,20944,31183,3031,58825,23508,8666,51653,19654,47818,42958,49779,8841,59330,56522,60622,33219,27597,31701,31429,39883,17874,60869,53445,28104,959,62677,39119,42704,15577,46294,33489,18900,5343,24799,59096,59358,36049,26583,40412,20906,29032,15178,31953,35286,52686,13254,51138,29815,63414,3011,0,2336,0,976,0,3905,3554,2452,37419,3072,112
49549,59792,17552,6292,8597,64147,50577,53649,16016,57745,52625,48019,15764,37009,56979,15764,17299,62097,17042,3733,1430,7830,36500,30613,30357,23191,18327,17815,47509,59031,50581,12692,52373,13463,62612,51860,50069,28819,53908,56724,15254,47765,25751,24982,20118,7576,12183,6039,61079,16536,5015,4758,34710,43926,60312,37525,33942,46485,21656,11670,61588,46229,51093,5781,44053,49552,44948,50837,32661,7316,6806,4758,29077,24982,25236,14742,21141,9622,38037,30869,57494,28310,57749,21142,24726,54932,55445,22165,5525,54676,32919,29077,30868,40851,55699,22166,8087,57749,14741,56980,46999,17559,50070,6551,35479,29590,7317,59284,35989,27029,25237,8853,12181,6805,23701,50324,1428,37266,22420,26260,55699,46485,35988,53140,42388,55187,28819,60050,27796,13716,12696,9623,5783,50838,28054,2195,1684,63891,49811,42899,51604,13977,10133,40853,53909,57749,6549,62869,51611,15768,14738,9617,46478,61072,44177,55437,24975,62605,32654,34701,7309,21645,42128,22160,42383,43412,40081,62610,57236,2962,15505,44946,24724,26512,36240,38801,45713,10127,1936,33680,6547,44692,59283,20113,23444,64661,51859,17551,29330,35988,65179,7827,54168,42644,16531,12180,291,34451,2453,21396,27534,55439,51084,49549,48272,7312,45191,4750,16778,54414,8849,49038,48271,57741,23695,44687,16784,51091,44946,50321,36242,37523,33933,50580,23188,6552,26259,21399,63367,25991,31377,12437,6803,16781,11154,14479,15505,19837,63630,47248,55759,20439,36048,12239,18389,36536,19136,46534,5323,5837,59328,56513,51152,12763,55745,44214,18363,40127,8137,49101,63435,33989,26577,36814,28357,61636,56008,62150,50121,42423,5316,59845,12984,57034,37074,33215,7630,5589,7358,51149,18377,57791,48064,46296,53190,7377,8653,54480,10184,9684,31190,53203,61148,44490,19149,63955,4820,38371,54747,50395,4305,21728,59335,18376,39627,42943,59343,50398,13776,27343,8919,53961,31444,51161,54981,28102,53450,44238,41331,16521,1987,3531,42958,38851,28621,34517,33477,27339,14034,61381,1990,8904,5823,470,28623,42960,15321,54486,16849,16852,7903,28127,1497,54750,36817,34775,56028,8618,24168,7498,33489,41686,41166,11462,56514,43383,1208,3011,0,2336,0,976,0,3905,3554,2532,37675,3072,112
48269,51088,7312,1684,15509,5012,53393,55441,25744,3730,58513,41875,7828,37009,55187,5268,5523,58513,23186,8853,1686,9366,45204,42901,30357,14999,9879,17303,44437,48023,62101,13972,45717,6551,59284,50836,37525,14995,52628,62612,21910,45461,25751,37270,34710,12696,8087,3223,63127,14488,61846,58261,31894,46742,62360,33685,35478,57749,32664,16022,58516,45717,50581,10133,52245,61584,49556,44437,29333,10132,3222,62613,19349,22678,28564,14998,18325,13462,50581,40597,61590,26006,59797,23702,21654,45204,44181,17045,9365,52372,28823,32405,43412,51603,55443,26006,6039,55189,19605,1941,61079,17559,46742,8599,39575,26262,63636,48020,35221,29845,21653,3221,18325,20117,33941,52628,64659,40594,25492,21140,43923,36501,35220,48788,39316,52883,22675,50322,21140,7572,15000,9111,2455,55190,39830,12435,4244,61587,53651,47507,46228,5273,2965,39317,53909,54421,661,150,61083,22168,14994,8593,54926,63632,41873,44173,16783,62093,31118,37517,9869,16525,29840,15760,42895,41620,34449,58514,62868,12946,22673,44434,25748,33424,41616,34193,38545,7567,1680,29328,65170,40852,61843,25233,26516,62101,55699,24463,31890,31636,6556,9363,53656,44948,21139,15508,147,26515,1429,22932,26510,50575,49548,54925,56464,9360,43399,9870,24202,56718,3217,42894,44175,57997,18319,35471,10384,52883,49042,53393,35986,42899,29325,47764,27796,15000,26515,21655,65159,30855,32401,9365,1427,17293,10642,10127,10129,17021,1935,57744,62927,10199,23760,26575,25813,49848,3008,46278,13003,13005,48320,48321,54736,6107,4034,25014,12987,46271,24265,39117,64715,41925,27601,57038,15045,59332,49352,12999,37065,36535,18372,48837,9144,62410,51666,26559,53709,9429,4798,462,15049,46015,53952,62936,54214,61904,8397,42960,26568,63187,23254,44755,9437,53962,9677,62419,1748,63715,50395,49115,60368,28896,62151,13512,57803,41407,50639,47070,16336,40655,6615,51913,17364,5338,54725,14022,47818,40142,56435,16521,1987,56010,58062,32451,30157,31189,26565,37323,16082,60613,51141,28360,447,4310,41423,41680,14297,48854,33745,30676,64734,29919,58584,479,34769,26583,43740,23722,32104,16970,32721,26070,58318,19654,53954,31351,49592,3011,0,2336,0,976,0,3905,3554,2228,37931,3072,112
